	name	description	page
1529	choffmanni_homolog_associated_gene_name	Sloth gene name	homologs
1530	choffmanni_homolog_ensembl_peptide	Sloth protein or transcript stable ID	homologs
1531	choffmanni_homolog_chromosome	Sloth chromosome/scaffold name	homologs
1532	choffmanni_homolog_chrom_start	Sloth chromosome/scaffold start (bp)	homologs
1533	choffmanni_homolog_chrom_end	Sloth chromosome/scaffold end (bp)	homologs
1534	choffmanni_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1535	choffmanni_homolog_subtype	Last common ancestor with Sloth	homologs
1536	choffmanni_homolog_orthology_type	Sloth homology type	homologs
1537	choffmanni_homolog_perc_id	%id. target Sloth gene identical to query gene	homologs
1538	choffmanni_homolog_perc_id_r1	%id. query gene identical to target Sloth gene	homologs
1539	choffmanni_homolog_goc_score	Sloth Gene-order conservation score	homologs
1540	choffmanni_homolog_wga_coverage	Sloth Whole-genome alignment coverage	homologs
1541	choffmanni_homolog_dn	dN with Sloth	homologs
1542	choffmanni_homolog_ds	dS with Sloth	homologs
1543	choffmanni_homolog_orthology_confidence	Sloth orthology confidence [0 low, 1 high]	homologs
1544	catys_homolog_ensembl_gene	Sooty mangabey gene stable ID	homologs
1545	catys_homolog_associated_gene_name	Sooty mangabey gene name	homologs
1546	catys_homolog_ensembl_peptide	Sooty mangabey protein or transcript stable ID	homologs
1547	catys_homolog_chromosome	Sooty mangabey chromosome/scaffold name	homologs
1548	catys_homolog_chrom_start	Sooty mangabey chromosome/scaffold start (bp)	homologs
1549	catys_homolog_chrom_end	Sooty mangabey chromosome/scaffold end (bp)	homologs
1550	catys_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1551	catys_homolog_subtype	Last common ancestor with Sooty mangabey	homologs
1552	catys_homolog_orthology_type	Sooty mangabey homology type	homologs
1553	catys_homolog_perc_id	%id. target Sooty mangabey gene identical to query gene	homologs
1554	catys_homolog_perc_id_r1	%id. query gene identical to target Sooty mangabey gene	homologs
1555	catys_homolog_goc_score	Sooty mangabey Gene-order conservation score	homologs
1556	catys_homolog_wga_coverage	Sooty mangabey Whole-genome alignment coverage	homologs
1557	catys_homolog_dn	dN with Sooty mangabey	homologs
1558	catys_homolog_ds	dS with Sooty mangabey	homologs
1559	catys_homolog_orthology_confidence	Sooty mangabey orthology confidence [0 low, 1 high]	homologs
1560	loculatus_homolog_ensembl_gene	Spotted gar gene stable ID	homologs
1561	loculatus_homolog_associated_gene_name	Spotted gar gene name	homologs
1562	loculatus_homolog_ensembl_peptide	Spotted gar protein or transcript stable ID	homologs
1563	loculatus_homolog_chromosome	Spotted gar chromosome/scaffold name	homologs
1564	loculatus_homolog_chrom_start	Spotted gar chromosome/scaffold start (bp)	homologs
1565	loculatus_homolog_chrom_end	Spotted gar chromosome/scaffold end (bp)	homologs
1566	loculatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1567	loculatus_homolog_subtype	Last common ancestor with Spotted gar	homologs
1568	loculatus_homolog_orthology_type	Spotted gar homology type	homologs
1569	loculatus_homolog_perc_id	%id. target Spotted gar gene identical to query gene	homologs
1570	loculatus_homolog_perc_id_r1	%id. query gene identical to target Spotted gar gene	homologs
1571	loculatus_homolog_goc_score	Spotted gar Gene-order conservation score	homologs
1572	loculatus_homolog_wga_coverage	Spotted gar Whole-genome alignment coverage	homologs
1573	loculatus_homolog_dn	dN with Spotted gar	homologs
1574	loculatus_homolog_ds	dS with Spotted gar	homologs
1575	loculatus_homolog_orthology_confidence	Spotted gar orthology confidence [0 low, 1 high]	homologs
1576	itridecemlineatus_homolog_ensembl_gene	Squirrel gene stable ID	homologs
1577	itridecemlineatus_homolog_associated_gene_name	Squirrel gene name	homologs
1578	itridecemlineatus_homolog_ensembl_peptide	Squirrel protein or transcript stable ID	homologs
1579	itridecemlineatus_homolog_chromosome	Squirrel chromosome/scaffold name	homologs
1580	itridecemlineatus_homolog_chrom_start	Squirrel chromosome/scaffold start (bp)	homologs
1581	itridecemlineatus_homolog_chrom_end	Squirrel chromosome/scaffold end (bp)	homologs
1582	itridecemlineatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1583	itridecemlineatus_homolog_subtype	Last common ancestor with Squirrel	homologs
1584	itridecemlineatus_homolog_orthology_type	Squirrel homology type	homologs
1585	itridecemlineatus_homolog_perc_id	%id. target Squirrel gene identical to query gene	homologs
1586	itridecemlineatus_homolog_perc_id_r1	%id. query gene identical to target Squirrel gene	homologs
1587	itridecemlineatus_homolog_goc_score	Squirrel Gene-order conservation score	homologs
1588	itridecemlineatus_homolog_wga_coverage	Squirrel Whole-genome alignment coverage	homologs
1589	itridecemlineatus_homolog_dn	dN with Squirrel	homologs
1590	itridecemlineatus_homolog_ds	dS with Squirrel	homologs
1591	itridecemlineatus_homolog_orthology_confidence	Squirrel orthology confidence [0 low, 1 high]	homologs
1592	gaculeatus_homolog_ensembl_gene	Stickleback gene stable ID	homologs
1593	gaculeatus_homolog_associated_gene_name	Stickleback gene name	homologs
1594	gaculeatus_homolog_ensembl_peptide	Stickleback protein or transcript stable ID	homologs
1595	gaculeatus_homolog_chromosome	Stickleback chromosome/scaffold name	homologs
1596	gaculeatus_homolog_chrom_start	Stickleback chromosome/scaffold start (bp)	homologs
1597	gaculeatus_homolog_chrom_end	Stickleback chromosome/scaffold end (bp)	homologs
1598	gaculeatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1599	gaculeatus_homolog_subtype	Last common ancestor with Stickleback	homologs
1600	gaculeatus_homolog_orthology_type	Stickleback homology type	homologs
1601	gaculeatus_homolog_perc_id	%id. target Stickleback gene identical to query gene	homologs
1602	gaculeatus_homolog_perc_id_r1	%id. query gene identical to target Stickleback gene	homologs
1603	gaculeatus_homolog_goc_score	Stickleback Gene-order conservation score	homologs
1604	gaculeatus_homolog_wga_coverage	Stickleback Whole-genome alignment coverage	homologs
1605	gaculeatus_homolog_dn	dN with Stickleback	homologs
1606	gaculeatus_homolog_ds	dS with Stickleback	homologs
1607	gaculeatus_homolog_orthology_confidence	Stickleback orthology confidence [0 low, 1 high]	homologs
1608	csyrichta_homolog_ensembl_gene	Tarsier gene stable ID	homologs
1609	csyrichta_homolog_associated_gene_name	Tarsier gene name	homologs
1610	csyrichta_homolog_ensembl_peptide	Tarsier protein or transcript stable ID	homologs
1611	csyrichta_homolog_chromosome	Tarsier chromosome/scaffold name	homologs
1612	csyrichta_homolog_chrom_start	Tarsier chromosome/scaffold start (bp)	homologs
1613	csyrichta_homolog_chrom_end	Tarsier chromosome/scaffold end (bp)	homologs
1614	csyrichta_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1615	csyrichta_homolog_subtype	Last common ancestor with Tarsier	homologs
1616	csyrichta_homolog_orthology_type	Tarsier homology type	homologs
1617	csyrichta_homolog_perc_id	%id. target Tarsier gene identical to query gene	homologs
1618	csyrichta_homolog_perc_id_r1	%id. query gene identical to target Tarsier gene	homologs
1619	csyrichta_homolog_goc_score	Tarsier Gene-order conservation score	homologs
1620	csyrichta_homolog_wga_coverage	Tarsier Whole-genome alignment coverage	homologs
1621	csyrichta_homolog_dn	dN with Tarsier	homologs
1622	csyrichta_homolog_ds	dS with Tarsier	homologs
1623	csyrichta_homolog_orthology_confidence	Tarsier orthology confidence [0 low, 1 high]	homologs
1624	sharrisii_homolog_ensembl_gene	Tasmanian devil gene stable ID	homologs
1625	sharrisii_homolog_associated_gene_name	Tasmanian devil gene name	homologs
1626	sharrisii_homolog_ensembl_peptide	Tasmanian devil protein or transcript stable ID	homologs
1627	sharrisii_homolog_chromosome	Tasmanian devil chromosome/scaffold name	homologs
1628	sharrisii_homolog_chrom_start	Tasmanian devil chromosome/scaffold start (bp)	homologs
1629	sharrisii_homolog_chrom_end	Tasmanian devil chromosome/scaffold end (bp)	homologs
1630	sharrisii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1631	sharrisii_homolog_subtype	Last common ancestor with Tasmanian devil	homologs
1632	sharrisii_homolog_orthology_type	Tasmanian devil homology type	homologs
1633	sharrisii_homolog_perc_id	%id. target Tasmanian devil gene identical to query gene	homologs
1634	sharrisii_homolog_perc_id_r1	%id. query gene identical to target Tasmanian devil gene	homologs
1635	sharrisii_homolog_goc_score	Tasmanian devil Gene-order conservation score	homologs
1636	sharrisii_homolog_wga_coverage	Tasmanian devil Whole-genome alignment coverage	homologs
1637	sharrisii_homolog_dn	dN with Tasmanian devil	homologs
1638	sharrisii_homolog_ds	dS with Tasmanian devil	homologs
1639	sharrisii_homolog_orthology_confidence	Tasmanian devil orthology confidence [0 low, 1 high]	homologs
1640	tnigroviridis_homolog_ensembl_gene	Tetraodon gene stable ID	homologs
1641	tnigroviridis_homolog_associated_gene_name	Tetraodon gene name	homologs
1642	tnigroviridis_homolog_ensembl_peptide	Tetraodon protein or transcript stable ID	homologs
1643	tnigroviridis_homolog_chromosome	Tetraodon chromosome/scaffold name	homologs
1644	tnigroviridis_homolog_chrom_start	Tetraodon chromosome/scaffold start (bp)	homologs
1645	tnigroviridis_homolog_chrom_end	Tetraodon chromosome/scaffold end (bp)	homologs
1646	tnigroviridis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1647	tnigroviridis_homolog_subtype	Last common ancestor with Tetraodon	homologs
1648	tnigroviridis_homolog_orthology_type	Tetraodon homology type	homologs
1649	tnigroviridis_homolog_perc_id	%id. target Tetraodon gene identical to query gene	homologs
1650	tnigroviridis_homolog_perc_id_r1	%id. query gene identical to target Tetraodon gene	homologs
1651	tnigroviridis_homolog_goc_score	Tetraodon Gene-order conservation score	homologs
1652	tnigroviridis_homolog_wga_coverage	Tetraodon Whole-genome alignment coverage	homologs
1653	tnigroviridis_homolog_dn	dN with Tetraodon	homologs
1654	tnigroviridis_homolog_ds	dS with Tetraodon	homologs
1655	tnigroviridis_homolog_orthology_confidence	Tetraodon orthology confidence [0 low, 1 high]	homologs
1656	oniloticus_homolog_ensembl_gene	Tilapia gene stable ID	homologs
1657	oniloticus_homolog_associated_gene_name	Tilapia gene name	homologs
1658	oniloticus_homolog_ensembl_peptide	Tilapia protein or transcript stable ID	homologs
1659	oniloticus_homolog_chromosome	Tilapia chromosome/scaffold name	homologs
1660	oniloticus_homolog_chrom_start	Tilapia chromosome/scaffold start (bp)	homologs
1661	oniloticus_homolog_chrom_end	Tilapia chromosome/scaffold end (bp)	homologs
1662	oniloticus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1663	oniloticus_homolog_subtype	Last common ancestor with Tilapia	homologs
1664	oniloticus_homolog_orthology_type	Tilapia homology type	homologs
1665	oniloticus_homolog_perc_id	%id. target Tilapia gene identical to query gene	homologs
1666	oniloticus_homolog_perc_id_r1	%id. query gene identical to target Tilapia gene	homologs
1667	oniloticus_homolog_goc_score	Tilapia Gene-order conservation score	homologs
1668	oniloticus_homolog_wga_coverage	Tilapia Whole-genome alignment coverage	homologs
1669	oniloticus_homolog_dn	dN with Tilapia	homologs
1670	oniloticus_homolog_ds	dS with Tilapia	homologs
1671	oniloticus_homolog_orthology_confidence	Tilapia orthology confidence [0 low, 1 high]	homologs
1672	tbelangeri_homolog_ensembl_gene	Tree Shrew gene stable ID	homologs
1673	tbelangeri_homolog_associated_gene_name	Tree Shrew gene name	homologs
1674	tbelangeri_homolog_ensembl_peptide	Tree Shrew protein or transcript stable ID	homologs
1675	tbelangeri_homolog_chromosome	Tree Shrew chromosome/scaffold name	homologs
1676	tbelangeri_homolog_chrom_start	Tree Shrew chromosome/scaffold start (bp)	homologs
1677	tbelangeri_homolog_chrom_end	Tree Shrew chromosome/scaffold end (bp)	homologs
1678	tbelangeri_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1679	tbelangeri_homolog_subtype	Last common ancestor with Tree Shrew	homologs
1680	tbelangeri_homolog_orthology_type	Tree Shrew homology type	homologs
1681	tbelangeri_homolog_perc_id	%id. target Tree Shrew gene identical to query gene	homologs
1682	tbelangeri_homolog_perc_id_r1	%id. query gene identical to target Tree Shrew gene	homologs
1683	tbelangeri_homolog_goc_score	Tree Shrew Gene-order conservation score	homologs
1684	tbelangeri_homolog_wga_coverage	Tree Shrew Whole-genome alignment coverage	homologs
1685	tbelangeri_homolog_dn	dN with Tree Shrew	homologs
1686	tbelangeri_homolog_ds	dS with Tree Shrew	homologs
1687	tbelangeri_homolog_orthology_confidence	Tree Shrew orthology confidence [0 low, 1 high]	homologs
1688	mgallopavo_homolog_ensembl_gene	Turkey gene stable ID	homologs
1689	mgallopavo_homolog_associated_gene_name	Turkey gene name	homologs
1690	mgallopavo_homolog_ensembl_peptide	Turkey protein or transcript stable ID	homologs
1691	mgallopavo_homolog_chromosome	Turkey chromosome/scaffold name	homologs
1692	mgallopavo_homolog_chrom_start	Turkey chromosome/scaffold start (bp)	homologs
1693	mgallopavo_homolog_chrom_end	Turkey chromosome/scaffold end (bp)	homologs
1694	mgallopavo_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1695	mgallopavo_homolog_subtype	Last common ancestor with Turkey	homologs
1696	mgallopavo_homolog_orthology_type	Turkey homology type	homologs
1697	mgallopavo_homolog_perc_id	%id. target Turkey gene identical to query gene	homologs
1698	mgallopavo_homolog_perc_id_r1	%id. query gene identical to target Turkey gene	homologs
1699	mgallopavo_homolog_goc_score	Turkey Gene-order conservation score	homologs
1700	mgallopavo_homolog_wga_coverage	Turkey Whole-genome alignment coverage	homologs
1701	mgallopavo_homolog_dn	dN with Turkey	homologs
1702	mgallopavo_homolog_ds	dS with Turkey	homologs
1703	mgallopavo_homolog_orthology_confidence	Turkey orthology confidence [0 low, 1 high]	homologs
1704	ngalili_homolog_ensembl_gene	Upper Galilee mountains blind mole rat gene stable ID	homologs
1705	ngalili_homolog_associated_gene_name	Upper Galilee mountains blind mole rat gene name	homologs
1706	ngalili_homolog_ensembl_peptide	Upper Galilee mountains blind mole rat protein or transcript stable ID	homologs
1707	ngalili_homolog_chromosome	Upper Galilee mountains blind mole rat chromosome/scaffold name	homologs
1708	ngalili_homolog_chrom_start	Upper Galilee mountains blind mole rat chromosome/scaffold start (bp)	homologs
1709	ngalili_homolog_chrom_end	Upper Galilee mountains blind mole rat chromosome/scaffold end (bp)	homologs
1710	ngalili_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1711	ngalili_homolog_subtype	Last common ancestor with Upper Galilee mountains blind mole rat	homologs
1712	ngalili_homolog_orthology_type	Upper Galilee mountains blind mole rat homology type	homologs
1713	ngalili_homolog_perc_id	%id. target Upper Galilee mountains blind mole rat gene identical to query gene	homologs
1714	ngalili_homolog_perc_id_r1	%id. query gene identical to target Upper Galilee mountains blind mole rat gene	homologs
1715	ngalili_homolog_goc_score	Upper Galilee mountains blind mole rat Gene-order conservation score	homologs
1716	ngalili_homolog_wga_coverage	Upper Galilee mountains blind mole rat Whole-genome alignment coverage	homologs
1717	ngalili_homolog_dn	dN with Upper Galilee mountains blind mole rat	homologs
1718	ngalili_homolog_ds	dS with Upper Galilee mountains blind mole rat	homologs
1719	ngalili_homolog_orthology_confidence	Upper Galilee mountains blind mole rat orthology confidence [0 low, 1 high]	homologs
1720	csabaeus_homolog_ensembl_gene	Vervet-AGM gene stable ID	homologs
1721	csabaeus_homolog_associated_gene_name	Vervet-AGM gene name	homologs
1722	csabaeus_homolog_ensembl_peptide	Vervet-AGM protein or transcript stable ID	homologs
1723	csabaeus_homolog_chromosome	Vervet-AGM chromosome/scaffold name	homologs
1724	csabaeus_homolog_chrom_start	Vervet-AGM chromosome/scaffold start (bp)	homologs
1725	csabaeus_homolog_chrom_end	Vervet-AGM chromosome/scaffold end (bp)	homologs
1726	csabaeus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1727	csabaeus_homolog_subtype	Last common ancestor with Vervet-AGM	homologs
1728	csabaeus_homolog_orthology_type	Vervet-AGM homology type	homologs
1729	csabaeus_homolog_perc_id	%id. target Vervet-AGM gene identical to query gene	homologs
1730	csabaeus_homolog_perc_id_r1	%id. query gene identical to target Vervet-AGM gene	homologs
1731	csabaeus_homolog_goc_score	Vervet-AGM Gene-order conservation score	homologs
1732	csabaeus_homolog_wga_coverage	Vervet-AGM Whole-genome alignment coverage	homologs
1733	csabaeus_homolog_dn	dN with Vervet-AGM	homologs
1734	csabaeus_homolog_ds	dS with Vervet-AGM	homologs
1735	csabaeus_homolog_orthology_confidence	Vervet-AGM orthology confidence [0 low, 1 high]	homologs
1736	neugenii_homolog_ensembl_gene	Wallaby gene stable ID	homologs
1737	neugenii_homolog_associated_gene_name	Wallaby gene name	homologs
1738	neugenii_homolog_ensembl_peptide	Wallaby protein or transcript stable ID	homologs
1739	neugenii_homolog_chromosome	Wallaby chromosome/scaffold name	homologs
1740	neugenii_homolog_chrom_start	Wallaby chromosome/scaffold start (bp)	homologs
1741	neugenii_homolog_chrom_end	Wallaby chromosome/scaffold end (bp)	homologs
1742	neugenii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1743	neugenii_homolog_subtype	Last common ancestor with Wallaby	homologs
1744	neugenii_homolog_orthology_type	Wallaby homology type	homologs
1745	neugenii_homolog_perc_id	%id. target Wallaby gene identical to query gene	homologs
1746	neugenii_homolog_perc_id_r1	%id. query gene identical to target Wallaby gene	homologs
1747	neugenii_homolog_goc_score	Wallaby Gene-order conservation score	homologs
1748	neugenii_homolog_wga_coverage	Wallaby Whole-genome alignment coverage	homologs
1749	neugenii_homolog_dn	dN with Wallaby	homologs
1750	neugenii_homolog_ds	dS with Wallaby	homologs
1751	neugenii_homolog_orthology_confidence	Wallaby orthology confidence [0 low, 1 high]	homologs
1752	xtropicalis_homolog_ensembl_gene	Xenopus gene stable ID	homologs
1753	xtropicalis_homolog_associated_gene_name	Xenopus gene name	homologs
1754	xtropicalis_homolog_ensembl_peptide	Xenopus protein or transcript stable ID	homologs
1755	xtropicalis_homolog_chromosome	Xenopus chromosome/scaffold name	homologs
1756	xtropicalis_homolog_chrom_start	Xenopus chromosome/scaffold start (bp)	homologs
1757	xtropicalis_homolog_chrom_end	Xenopus chromosome/scaffold end (bp)	homologs
1758	xtropicalis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1759	xtropicalis_homolog_subtype	Last common ancestor with Xenopus	homologs
1760	xtropicalis_homolog_orthology_type	Xenopus homology type	homologs
1761	xtropicalis_homolog_perc_id	%id. target Xenopus gene identical to query gene	homologs
1762	xtropicalis_homolog_perc_id_r1	%id. query gene identical to target Xenopus gene	homologs
1763	xtropicalis_homolog_goc_score	Xenopus Gene-order conservation score	homologs
1764	xtropicalis_homolog_wga_coverage	Xenopus Whole-genome alignment coverage	homologs
1765	xtropicalis_homolog_dn	dN with Xenopus	homologs
1766	xtropicalis_homolog_ds	dS with Xenopus	homologs
1767	xtropicalis_homolog_orthology_confidence	Xenopus orthology confidence [0 low, 1 high]	homologs
1768	tguttata_homolog_ensembl_gene	Zebra Finch gene stable ID	homologs
1769	tguttata_homolog_associated_gene_name	Zebra Finch gene name	homologs
1770	tguttata_homolog_ensembl_peptide	Zebra Finch protein or transcript stable ID	homologs
1771	tguttata_homolog_chromosome	Zebra Finch chromosome/scaffold name	homologs
1772	tguttata_homolog_chrom_start	Zebra Finch chromosome/scaffold start (bp)	homologs
1773	tguttata_homolog_chrom_end	Zebra Finch chromosome/scaffold end (bp)	homologs
1774	tguttata_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1775	tguttata_homolog_subtype	Last common ancestor with Zebra Finch	homologs
1776	tguttata_homolog_orthology_type	Zebra Finch homology type	homologs
1777	tguttata_homolog_perc_id	%id. target Zebra Finch gene identical to query gene	homologs
1778	tguttata_homolog_perc_id_r1	%id. query gene identical to target Zebra Finch gene	homologs
1779	tguttata_homolog_goc_score	Zebra Finch Gene-order conservation score	homologs
1780	tguttata_homolog_wga_coverage	Zebra Finch Whole-genome alignment coverage	homologs
1781	tguttata_homolog_dn	dN with Zebra Finch	homologs
1782	tguttata_homolog_ds	dS with Zebra Finch	homologs
1783	tguttata_homolog_orthology_confidence	Zebra Finch orthology confidence [0 low, 1 high]	homologs
1784	drerio_homolog_ensembl_gene	Zebrafish gene stable ID	homologs
1785	drerio_homolog_associated_gene_name	Zebrafish gene name	homologs
1786	drerio_homolog_ensembl_peptide	Zebrafish protein or transcript stable ID	homologs
1787	drerio_homolog_chromosome	Zebrafish chromosome/scaffold name	homologs
1788	drerio_homolog_chrom_start	Zebrafish chromosome/scaffold start (bp)	homologs
1789	drerio_homolog_chrom_end	Zebrafish chromosome/scaffold end (bp)	homologs
1790	drerio_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1791	drerio_homolog_subtype	Last common ancestor with Zebrafish	homologs
1792	drerio_homolog_orthology_type	Zebrafish homology type	homologs
1793	drerio_homolog_perc_id	%id. target Zebrafish gene identical to query gene	homologs
1794	drerio_homolog_perc_id_r1	%id. query gene identical to target Zebrafish gene	homologs
1795	drerio_homolog_goc_score	Zebrafish Gene-order conservation score	homologs
1796	drerio_homolog_wga_coverage	Zebrafish Whole-genome alignment coverage	homologs
1797	drerio_homolog_dn	dN with Zebrafish	homologs
1798	drerio_homolog_ds	dS with Zebrafish	homologs
1799	drerio_homolog_orthology_confidence	Zebrafish orthology confidence [0 low, 1 high]	homologs
1800	hsapiens_paralog_ensembl_gene	Human paralogue gene stable ID	homologs
1801	hsapiens_paralog_associated_gene_name	Human paralogue associated gene name	homologs
1802	hsapiens_paralog_ensembl_peptide	Human paralogue protein or transcript ID	homologs
1803	hsapiens_paralog_chromosome	Human paralogue chromosome/scaffold name	homologs
1804	hsapiens_paralog_chrom_start	Human paralogue chromosome/scaffold start (bp)	homologs
1805	hsapiens_paralog_chrom_end	Human paralogue chromosome/scaffold end (bp)	homologs
1806	hsapiens_paralog_canonical_transcript_protein	Paralogue query protein or transcript ID	homologs
1807	hsapiens_paralog_subtype	Paralogue last common ancestor with Human	homologs
1808	hsapiens_paralog_orthology_type	Human paralogue homology type	homologs
1809	hsapiens_paralog_perc_id	Paralogue %id. target Human gene identical to query gene	homologs
1810	hsapiens_paralog_perc_id_r1	Paralogue %id. query gene identical to target Human gene	homologs
1811	hsapiens_paralog_dn	Paralogue dN with Human	homologs
1812	hsapiens_paralog_ds	Paralogue dS with Human	homologs
1813	hsapiens_paralog_paralogy_confidence	Human paralogy confidence [0 low, 1 high]	homologs
1814	ensembl_gene_id	Gene stable ID	snp
1815	ensembl_transcript_id	Transcript stable ID	snp
1816	ensembl_peptide_id	Protein stable ID	snp
1817	chromosome_name	Chromosome/scaffold name	snp
1818	start_position	Gene start (bp)	snp
1819	end_position	Gene end (bp)	snp
1820	strand	Strand	snp
1821	band	Karyotype band	snp
1822	external_gene_name	Gene name	snp
1823	external_gene_source	Source of gene name	snp
1824	transcript_count	Transcript count	snp
1825	percentage_gene_gc_content	Gene % GC content	snp
1826	description	Gene description	snp
1827	variation_name	Variant name	snp
1828	germ_line_variation_source	Variant source	snp
1829	source_description	Variant source description	snp
1830	allele	Variant alleles	snp
1831	validated	Variant supporting evidence	snp
1832	mapweight	Mapweight	snp
1833	minor_allele	Minor allele	snp
1834	minor_allele_freq	Minor allele frequency	snp
1835	minor_allele_count	Minor allele count	snp
1836	clinical_significance	Clinical significance	snp
1837	transcript_location	Transcript location (bp)	snp
1838	snp_chromosome_strand	Variant chromosome Strand	snp
1839	peptide_location	Protein location (aa)	snp
1840	chromosome_start	chromosome/scaffold position start (bp)	snp
1841	chromosome_end	Chromosome/scaffold position end (bp)	snp
1842	polyphen_prediction_2076	PolyPhen prediction	snp
1843	polyphen_score_2076	PolyPhen score	snp
1844	sift_prediction_2076	SIFT prediction	snp
1845	sift_score_2076	SIFT score	snp
1846	distance_to_transcript_2076	Distance to transcript	snp
1847	cds_start_2076	CDS start	snp
1848	cds_end_2076	CDS end	snp
1849	peptide_shift	Protein allele	snp
1850	synonymous_status	Variant consequence	snp
1851	allele_string_2076	Consequence specific allele	snp
1852	ensembl_gene_id	Gene stable ID	snp_somatic
1853	ensembl_transcript_id	Transcript stable ID	snp_somatic
1854	ensembl_peptide_id	Protein stable ID	snp_somatic
1855	chromosome_name	Chromosome/scaffold name	snp_somatic
1856	start_position	Gene start (bp)	snp_somatic
1857	end_position	Gene end (bp)	snp_somatic
1858	strand	Strand	snp_somatic
1859	band	Karyotype band	snp_somatic
1860	external_gene_name	Gene name	snp_somatic
1861	external_gene_source	Source of gene name	snp_somatic
1862	transcript_count	Transcript count	snp_somatic
1863	percentage_gene_gc_content	Gene % GC content	snp_somatic
1864	description	Gene description	snp_somatic
1865	somatic_variation_name	Variant name	snp_somatic
1866	somatic_source_name	Variant source	snp_somatic
1867	somatic_source_description	Variant source description	snp_somatic
1868	somatic_allele	Variant alleles	snp_somatic
1869	somatic_validated	Variant supporting evidence	snp_somatic
1870	somatic_mapweight	Mapweight	snp_somatic
1871	somatic_minor_allele	Minor allele	snp_somatic
1872	somatic_minor_allele_freq	Minor allele frequency	snp_somatic
1873	somatic_minor_allele_count	Minor allele count	snp_somatic
1874	somatic_clinical_significance	Clinical significance	snp_somatic
1875	somatic_transcript_location	Transcript location (bp)	snp_somatic
1876	somatic_snp_chromosome_strand	Variant chromosome/scaffold strand	snp_somatic
1877	somatic_peptide_location	Protein location (aa)	snp_somatic
1878	somatic_chromosome_start	Chromosome/scaffold position start (bp)	snp_somatic
1879	somatic_chromosome_end	Chromosome/scaffold position end (bp)	snp_somatic
1880	mart_transcript_variation_som__dm_polyphen_prediction_2076	PolyPhen prediction	snp_somatic
1881	mart_transcript_variation_som__dm_polyphen_score_2076	PolyPhen score	snp_somatic
1882	mart_transcript_variation_som__dm_sift_prediction_2076	SIFT prediction	snp_somatic
1883	mart_transcript_variation_som__dm_sift_score_2076	SIFT score	snp_somatic
1884	mart_transcript_variation_som__dm_distance_to_transcript_2076	Distance to transcript	snp_somatic
1885	somatic_cds_start_2076	CDS start	snp_somatic
1886	somatic_cds_end_2076	CDS end	snp_somatic
1887	somatic_peptide_shift	Protein allele	snp_somatic
1888	somatic_synonymous_status	Variant consequence	snp_somatic
1889	mart_transcript_variation_som__dm_allele_string_2076	Consequence specific allele	snp_somatic
1890	transcript_exon_intron	Unspliced (Transcript)	sequences
1891	gene_exon_intron	Unspliced (Gene)	sequences
1892	transcript_flank	Flank (Transcript)	sequences
1893	gene_flank	Flank (Gene)	sequences
1894	coding_transcript_flank	Flank-coding region (Transcript)	sequences
1895	coding_gene_flank	Flank-coding region (Gene)	sequences
1896	5utr	5' UTR	sequences
1897	3utr	3' UTR	sequences
1898	gene_exon	Exon sequences	sequences
1899	cdna	cDNA sequences	sequences
1900	coding	Coding sequence	sequences
1901	peptide	Peptide	sequences
1902	upstream_flank	upstream_flank	sequences
1903	downstream_flank	downstream_flank	sequences
1904	ensembl_gene_id	Gene stable ID	sequences
1905	description	Gene description	sequences
1906	external_gene_name	Gene name	sequences
1907	external_gene_source	Source of gene name	sequences
1908	chromosome_name	Chromosome/scaffold name	sequences
1909	start_position	Gene start (bp)	sequences
1910	end_position	Gene end (bp)	sequences
1911	gene_biotype	Gene type	sequences
1912	family	Ensembl Protein Family ID(s)	sequences
1913	uniparc	UniParc ID	sequences
1914	uniprotswissprot	UniProtKB/Swiss-Prot ID	sequences
1915	uniprotsptrembl	UniProtKB/TrEMBL ID	sequences
1916	cdna_coding_start	CDS start (within cDNA)	sequences
1917	cdna_coding_end	CDS end (within cDNA)	sequences
1918	5_utr_start	5' UTR start	sequences
1919	5_utr_end	5' UTR end	sequences
1920	3_utr_start	3' UTR start	sequences
1921	3_utr_end	3' UTR end	sequences
1922	ensembl_transcript_id	Transcript stable ID	sequences
1923	ensembl_peptide_id	Protein stable ID	sequences
1924	transcript_biotype	Transcript type	sequences
1925	strand	Strand	sequences
